1047973,Aldous Huxley
006019328X,Lou Marinoff
60193328,Loung Ung
60193387,Marilyn Yalom
60193395,Bill Phillips
006019345X,Rebecca Wells
60193689,Jim Marrs
60193700,Rahna Reiko Rizzuto
60193751,Patricia Gaffney
60193883,Virginia Lanier
006019393X,Jim Hightower
60194146,James Wolcott
60194170,John Colapinto
60194790,Debra Ginsberg
006019491X,Isabel Allende
60194995,Harper Lee
006019541X,Francine Prose
60195460,Judy Sheindlin
60196300,Patrick Robinson
60196572,Jere Longman
60196661,Ron Hansen
60198125,Joanne Harris
60198133,Joanne Harris
60198184,Barry Clifford
60198303,Lawrence Block
006019832X,Lawrence Block
60198508,Annie Hawes
60198524,Michael Perry
60199105,Christina Fitzpatrick
60199296,Valerie Harper
60199563,Terry Pratchett
60199652,Barbara Kingsolver
006020186X,Peggy Parish
60233346,Sharon Creech
60233532,Paul Zindel
60235284,Jean Craighead George
60235330,Margaret Wise Brown
60242388,Bill Brittain
60244151,Maud Hart Lovelace
60244755,M. E. Kerr
60248025,Shel Silverstein
60256257,Brian Sibley
60256656,Shel Silverstein
60256664,Shel Silverstein
60256672,Shel Silverstein
60256680,Shel Silverstein
60256737,Shel Silverstein
60256745,Shel Silverstein
60259078,Laura Ingalls Wilder
60269928,Sharon Creech
60274069,Jean Craighead George
60275103,Gail Carson Levine
60275855,Ji-li Jiang
60277475,Francesca Lia Block
60277491,Francesca Lia Block
60278226,Jennifer L. Holm
60278234,Garth Nix
60278250,Garth Nix
60281766,Chris Lynch
60282320,Lynn Joseph
60283122,Michael Kupperman
60284773,Isaac Bashevis Singer
006028644X,Francesca Lia Block
60286881,R.l. Stine
60287365,Jane Yolen
006028739X,Jennifer L. Holm
60287802,Judge Judy Sheindlin
60290307,Gloria Whelan
60293152,Gail Carson Levine
60294655,Meg Cabot
60294698,Meg Cabot
60294884,Dean Koontz
60298774,Diana Wynne Jones
60391022,Joanna Trollope
60391448,Gregory Maguire
60391502,Barry Sears
60391537,Robin Quivers
60391626,Wally Lamb
60391634,Robert H. Bork
006039241X,Barry Sears
60392436,Barry Sears
60392452,Michael Moore
60392703,Chin-Ning Chu
60392827,Gregory Maguire
60393149,George Anastasia
60393408,Peggy Noonan
60393823,Gregory Maguire
006039384X,Gregory Maguire
60394366,Sela Ward
60394447,Alan Cumming
60406046,Helen Bee
60501170,Joyce Carol Oates
60502258,Rebecca Wells
60502304,Michael Crichton
60502312,Sue Civil-brown
60502320,Karen Kendall
60503467,Judith R. Hendricks
60503475,Judith R. Hendricks
006050353X,Sari Robins
60504072,Barbara Kingsolver
60504080,Barbara Kingsolver
60504110,Elizabeth Lowell
60504137,Elizabeth Lowell
60505249,Lisa Kleypas
60505265,Christina Lamb
60505273,Christina Lamb
60505559,Pat Shipman
60505885,Loraine Despres
60506512,Mitchell Graham
60506679,Laura Lippman
006050675X,Mitchell Graham
60506989,Harold G. Moore
60507233,Steve Hagen
60507403,Chip Kidd
60507772,Terry Pratchett
60507845,Elizabeth Young
60508876,Torey Hayden
60509171,Isabel Allende
006050918X,Isabel Allende
60509392,Jennifer Haigh
60509406,Jennifer Haigh
60510323,Isabel Allende
60511508,Julia Quinn
60512806,Neal Stephenson
60512822,Barbara Kingsolver
60513888,David Amsden
60514051,Karen Hawkins
006051406X,Georgia Byng
60514698,Mel Odom
60514930,Lisa Scottoline
60514949,Lisa Scottoline
60516283,Bernard Cornwell
60517212,Elaine Fox
60517611,Victoria Alexander
006051762X,Victoria Alexander
60517794,Rebecca Wells
60518049,Donna Tartt
60520221,Rick Carson
60520507,Marian Keyes
60520515,Marian Keyes
60520612,Laura Schlessinger
60520825,Carol Ann Lee
60521902,Lauren Haney
60522259,Kathleen Tessaro
60523492,P. W. Storm
60524936,Lee Charles Kelley
60525010,Carolyn Hart
006052510X,Will Ferguson
60525460,Josephine Cox
60526769,Marcus J. Borg
60527412,Kathryn Smith
006052779X,E. B. White
60528125,Mary-kate &amp; Ashley Olsen
60529148,John Stossel
60529709,Jonathan Safran Foer
60529733,Etienne Van Heerden
60530421,Marisol
60530804,R.L. Stine
60531061,Joyce Carol Oates
60531231,Julia Quinn
60532149,Carole Matthews
60533072,Bette Ford
006053429X,Wally Lamb
60536705,Jacquie D'Alessandro
60539836,Stephanie Bond
60540591,Lori Bryant-woolridge
60542799,Karin Yapalater
60544260,Molly Moynahan
006054564X,Isabel Allende
60548215,Joanne Pence
60548533,Charles Lewis
60548827,Arthur Nersesian
60549270,Jenna McKnight
60555513,Reed Arvin
60555653,Austin Clarke
006055584X,Oliver L. North
60555882,Cait London
60557257,Marian Keyes
60557540,Edward P. Jones
60558121,Neil Gaiman
60558865,Gail Carson Levine
60560754,Kim Wong Keltner
60560789,Eloisa James
006056198X,Hollis Gillespie
60563079,J. M. Barrie
60565519,Lauren Kelly
006056668X,Christopher Moore
60569662,Lucy Grealy
60571454,Lois Greiman
60574216,John Gray
60575808,Gail Carson Levine
60577479,Anne Rivers Siddons
60580208,Maggie Haberman
60582308,Hailey North
60586125,Liane Moriarty
60589272,Paulo Coelho
60591706,Isabel Allende
60594330,Frank B. Gilbreth
60595094,Eliza Willard
60595620,Carole Matthews
60595833,Steve Kluger
60596325,Su Tong
60617225,Bstan-Dzin-Rgya-Mtsho
60617519,Dorothy Day
60621257,Tilden Edwards
60631317,David Glusker
60639059,Roger Housden
006064205X,Vasant Joshi
60645873,Sue Monk Kidd
006064589X,Sue Monk Kidd
60652861,Madeleine L'Engle
60652926,C. S. Lewis
60652934,C. S. Lewis
60653035,Richard P. McBrien
60669667,Richard J. Foster
60675187,John Shelby Spong
60675233,John Shelby Spong
60675357,Starhawk
60688246,Sheldon Vanauken
60697024,Philip Zaleski
60723890,Michael Bergin
60730552,Joe Simpson
006073941X,Katherine Paterson
60739444,Jean Craighead George
60739487,Jerry Spinelli
60739495,Sharon Creech
60740450,Gabriel Garcia Marquez
60745908,Gregory Maguire
60801115,John Gunther
60801263,Betty Smith
60802162,Alan Bullock
60804157,Robert A Johnson
60804955,Nicholas Blake
60805188,Lange Lewis
60805420,Matthew Head
60805463,Simon Troy
60805943,Barbara Pym
60806389,Delano Ames
60806419,Ruth Prawer Jhabvala
006080694X,E. F. Benson
006080713X,Barbara Pym
60807393,Paul McGuire
60808241,Dorothy L. Sayers
60809027,Mary O'Hara
60809078,Dorothy Sayer
60809469,Cay Van Ash
60809833,Aldous Huxley
006080985X,Aldous Huxley
60812451,Stephen Mitchell
60812494,Richard Wright
60812508,Richard Wright
60830476,O.E. Rolvaag
60830719,Leo Tolstoy
60900075,Aldous Huxley
60901012,Aldous Huxley
60901918,Aldous Huxley
60904453,James Thurber
006090674X,Joseph Gies
60907215,Odell Shepard
60907894,Sylvia Plath
60907967,Benita Eisler
60908548,Diane Wolkstein
60909005,Sylvia Plath
60910496,Sheila Sancha
60910690,Nancy Milford
60910992,Armistead Maupin
60911980,Roger A. Caras
60912227,Milan Kundera
60912529,Milan Kundera
60912596,Charles E. Funk
006091307X,Thomas Pynchon
60913312,Peter Carey
006091341X,Thornton Wilder
60913509,Bobbie Ann Mason
60913568,Harriet Lerner
60913983,Pauli Murray
60914068,Bernie S. Siegel M.D.
60914254,Lou Ann Walker
60914289,Betty Macdonald
60914440,John Lennon
60914653,Milan Kundera
60915188,Annie Dillard
60915544,Barbara Kingsolver
006091565X,Harriet Lerner
60915749,Harry Crews
60915765,William Zinsser
60915943,Erich Fromm
006091601X,William Finnegan
60916095,Jiddu Krishnamurti
60916125,Eric Hoffer
60916338,N. Scott Momaday
006091646X,Harriet Lerner
60916508,Zora Neale Hurston
60916559,Marianne Wiggins
60917016,Barbara Kingsolver
60919760,Wayne W. Dyer
60919833,Bernie S. Siegel
60920076,Russell Banks
60920335,Armistead Maupin
60920432,Mihaly Csikszentmihalyi
60921145,Barbara Kingsolver
60921161,Robert Leckie
60921714,Zora Neale Hurston
60922532,Barbara Kingsolver
60922583,Michael Talbot
60923202,Stephen Mitchell
60923245,Russell Banks
60923288,Mary Sheedy Kurcinka
006092330X,Richard Shenkman
60923717,Mark Mathabane
006092411X,Annie Dillard
60924179,Doris Lessing
60924349,Armistead Maupin
60924640,Jo-Ann Mapson
60924675,Bernie S. Siegel
60924799,Armistead Maupin
60924802,Armistead Maupin
60924926,Armistead Maupin
60925000,Vikram Seth
60925582,David Feldman
60925752,Thomas Moore
60925795,Norman F. Cantor
60926015,Mary Kay Ash
60926066,Vicki Hearne
60926198,Lisa St. Aubin De Teran
60926201,Michael Lee West
60926317,Marlo Morgan
60926465,James Wilcox
60926597,Barbara Kingsolver
60926945,Michele Slatalla
60927216,Isabel Allende
60927240,Russell Banks
60927518,Milan Kundera
60927569,Barbara Kingsolver
60927968,Doris Lessing
60928034,Ursula K. Le Guin
60928069,Laura C. Schlessinger
60928174,Janis Abrahms Spring
60928204,Mihaly Csikszentmihalyi
60928336,Rebecca Wells
60928417,Milan Kundera
60929510,Ralph Helfer
60929596,John Colapinto
60929790,Gabriel Garcia Marquez
60929804,Richard A. Wright
60929855,Thornton Wilder
60929871,Aldous Huxley
006092988X,Betty Smith
60929952,Beth Gutcheon
60929979,Sue Miller
60930071,Louise Erdrich
60930187,Sylvia Plath
60930314,Milan Kundera
60930365,Sarah Payne Stuart
60930438,Mary Sheedy Kurcinka
60930535,Barbara Kingsolver
006093056X,Doris Lessing
60930705,Richard Bausch
60930861,Russell Banks
60930888,Jay Winik
006093090X,Armistead Maupin
60931213,Kevin Baker
60931221,Louise Erdrich
60931353,Sara Davidson
60931361,Lou Marinoff
006093140X,Doris Lessing
60931418,Zora Neale Hurston
60931671,Thomas Pynchon
60931752,Bill Zehme
60931809,Simon Winchester
60931914,Hermann Hesse
60931957,Homer
60932139,Milan Kundera
60932147,Milan Kundera
60932384,Milan Kundera
60932678,Gabriel Garcia Marquez
60932759,Isabel Allende
60932902,Matt Ridley
60933151,Clive Barker
006093316X,Clive Barker
60933186,Rebecca Wells
60933577,Joyce Carol Oates
006093395X,Alan Epstein
60934239,Katie Hickman
60934417,Ann Patchett
60934425,Kathryn Harrison
60934700,Neil Gaiman
60934719,Neil Gaiman
60934727,Michael J. Nelson
60934913,Anthony Bourdain
60935405,Mark Doty
60935464,Harper Lee
60936150,Jose Raul Bernardo
60936231,Gao Xingjian
60936363,Isabel Allende
60936800,Rebecca Bloom
60937114,Bonnie Angelo
60937556,Doris Lessing
60937645,Toni Weschler
60937688,John Whitman
60937742,Lisa Carey
60937793,Richard Skinner
60937866,Kevin Murphy
60938412,Valerie Frankel
60938455,Eric Schlosser
60950536,Toni Weschler
60950773,Suzanne Havala
60951273,Isabel Allende
60951281,Isabel Allende
006095129X,Isabel Allende
60951303,Isabel Allende
60951311,Isabel Allende
60951710,Tom Connor
60952423,Shireen Dodson
60952652,Michelle Passoff
60952822,Matt Groening
60952970,Sara Shandler
60953225,Michael J. Rosen
60953497,Lesley Adkins
60953675,Lori Marie Carlson
60954884,Margaret Landon
60955406,Bruce Robinson
60955597,Arthur Schwartz
60955635,Olivia Goldsmith
60955694,Raul Correa
60955716,Henry James
60955775,Paulo Coelho
60956135,Richard Rayner
60956283,Josh Koppel
60956291,Bobbie Ann Mason
60956445,Edward Abbey
60956453,Jonathan Kozol
60956690,Edna Ferber
60956739,Russell Banks
60956860,Betty Smith
60957182,Shireen Dodson
60957271,Karen Duffy
60958014,Joanne Harris
60958022,Joanne Harris
60958111,Annie Hawes
60958294,Bernard Malamud
60958308,Bernard Malamud
60959037,Barbara Kingsolver
60959428,Daniel Jones
60959517,David Starkey
60959541,Cokie Roberts
60959622,Deborah Tannen
60959940,Norman Kelley
60960809,Richard Alleman
60960833,Nancy Birnes
60961023,Richard David Carson
60961724,Denise Caignon
60962348,Ellen Bass
60963190,Lois Ruskai Melina
60964049,Armistead Maupin
60964057,Armistead Maupin
60964065,Armistead Maupin
60964073,Armistead Maupin
006096510X,Judy Tenuta
60965118,Alex Trebek
60965819,Matt Groening
60965991,Jane Stern
60969911,Pam Young
60970421,Barbara Pym
60970782,Dee Wells
60970790,Oliver W. Sacks
60971185,Susan Trott
006097141X,Alice McDermott
60971819,Ivan Doig
60972122,Michael Chabon
60972459,Louise Erdrich
60972777,Tobias Wolff
60972920,Harville Hendrix
60972947,Marlene Sanders
60973129,Carlo D'Este
60973277,Oscar Hijuelos
60973323,Oswald Wynd
60973617,Bel Kaufman
60973897,Mary Crow Dog
60974435,Patricia Wentworth
60974443,Patricia Wentworth
60974486,Milan Kundera
60974494,Ronald Sanders
60974621,Andrew H. Malcolm
60974990,Jonathan Kozol
60975210,Marguerite Duras
60975466,Marian Wright Edelman
60975547,Louise Erdrich
60975849,Velma Wallis
60976241,Sherman Alexie
60976497,Laura C. Schlessinger
006097673X,Lucy Grealy
60976772,Ian Frazier
60976845,Rebecca Wells
60976977,Jonathan Kozol
60976993,Ron Hansen
60977191,Kate Phillips
60977205,Lillian B. Rubin
60977337,Michael Moore
60977477,Sebastian Junger
60977493,Arundhati Roy
60977507,Louise Erdrich
60977744,Michael Lee West
60981180,Ron Hansen
60984333,Michael Lee West
60984422,Michael Lee West
60985011,Cecilia Tan
60987049,Douglas Coupland
60987103,Gregory Maguire
006098726X,Michael Moore
60987324,Douglas Coupland
60987383,Bertram Fields
60987510,Nancy E. Turner
60987529,Gregory Maguire
60987561,Wally Lamb
006098824X,Anna Maxted
60988258,Anna Maxted
60988649,Gregory Maguire
60989238,Jillian Medoff
60989270,Alan Cumming
006099486X,Simon Winchester
60997001,Milan Kundera
60997028,Milan Kundera
61000035,Tony Hillerman
61000043,Tony Hillerman
61000078,E. L. Doctorow
61000116,A. A. Attanasio
61000124,Yogi Berra
61000175,Tony Hillerman
61000205,Peter Maas
61000280,Tony Hillerman
61000299,Tony Hillerman
61001023,Michael Stewart
61002860,Agatha Christie
61003425,Zane Grey
61003638,Agatha Christie
61003689,Agatha Christie
61003786,Agatha Christie
61003964,Erin Pizzey
61006629,Robert Harris
61007072,Naomi Ragen
61007129,Jeffrey Archer
61007153,Jeffrey Archer
61007358,Jeffrey Archer
61008028,Len Deighton
61008079,Barbara Taylor Bradford
61008095,Barbara Taylor Bradford
61008427,Stephen Smoke
61008761,Barbara Delinsky
61009059,JANET EVANOVICH
61009482,Naomi Ragen
61009504,Laura Joh Rowland
61009881,William Lashner
006101009X,Barbara Michaels
61010707,John Gray
006101091X,Amy Paulsen
61010995,Barbara Delinsky
61011843,Julia Phillips
61011886,Fran Drescher
61012149,Peter Maas
61012165,Elizabeth Hand
61012289,Barbara Taylor Bradford
006101253X,Jackie Collins
61013315,Jeffrey Archer
61013439,Stuart Woods
006101351X,Sebastian Junger
61013579,Johnny Cash
61013714,William Hoffman
61013722,Marian Thurm
61014591,Peter Maas
61014788,Valerie Frankel
61015075,Rebecca Wells
61015725,Michael Crichton
61020419,Ann Marston
61020427,Ann Marston
61020575,Margaret Weis
006102063X,Terry Pratchett
61020648,Terry Pratchett
61020672,Terry Pratchett
61020680,Terry Pratchett
61020699,Terry Pratchett
61020702,Terry Pratchett
61020710,Terry Pratchett
61030015,Mark Burnell
006103004X,Sherry Sontag
61030147,Cybill Shepherd
006103018X,Clive Barker
61030430,Susan Isaacs
61030597,Lisa Scottoline
61030635,Phillip Margolin
61030643,Phillip Margolin
61030651,Patrick Robinson
006103066X,Patrick Robinson
61030848,Joanne Pence
61030953,William Hoffman
61030996,Lawrence Block
61031070,Elizabeth Lowell
61031089,Elizabeth Lowell
61031127,Paullina Simons
61031151,Sujata Massey
61031321,Terry Pratchett
61031410,Lisa Scottoline
61031429,Lisa Scottoline
61031534,Kathleen E. Woodiwiss
61031542,Tim Dorsey
61031550,Tim Dorsey
61031569,Chuck Logan
61031755,Stephanie Laurens
006103181X,Richard Herman
61031844,James Reese
61031992,Jacquelyn Mitchard
61032042,Sally Beauman
61032077,Jeffrey Archer
61032093,Susan Elizabeth Phillips
61032212,Mark Billingham
61032425,Mario Puzo
61032476,Jacquelyn Mitchard
61040185,Anne Wilson Schaef
006104055X,Eileen Dreyer
61040967,Terry Pratchett
61042005,Barbara Delinsky
61042331,Barbara Delinsky
61042935,Lisa Scottoline
61042943,Lisa Scottoline
006104296X,Emma Lathen
61043494,Dorothy L. Sayers
61043508,Dorothy L. Sayers
006104363X,Dorothy L. Sayers
61043850,Richard J. Foster
61044393,Jan Burke
61044407,Jan Burke
61044431,Sujata Massey
006104444X,Sujata Massey
61044490,Stuart Woods
61044636,John Gray
61050474,Terry Pratchett
61050946,Anne McCaffrey
61051098,Stephen R. Lawhead
61052043,Tad Williams
61052280,David Copperfield
61052493,Paul Witcover
61052515,Terry Pratchett
61052523,Terry Pratchett
61052582,Stephen Baxter
61052663,Elizabeth Hand
61053473,Charles Grant
61053716,Clive Barker
61054003,Ursula K. Le Guin
61054143,Charles Grant
61054151,Charles Grant
61054240,William R. Forstchen
61054267,Jack Mcdevitt
61054275,Jack Mcdevitt
61054437,Elizabeth Hand
61054658,Janny Wurts
61054747,Elyse Guttenberg
61054887,Ursula K. Le Guin
61054895,Terry Pratchett
61056014,Shirley Rousseau Murphy
61056103,Patricia Kennealy-Morrison
61056154,Lewis Gannett
61056219,Guy Gavriel Kay
61056278,Ann Marston
61056286,Ann Marston
61056294,Ann Marston
61056383,Gregory Benford
61056448,Ben Mezrich
006105660X,John Barnes
61056774,Kevin J. Anderson
61056871,Dean Devlin
006105691X,Terry Pratchett
61056987,Dean Devlin
61057525,Stephen M. Rainey
61057649,Terry Pratchett
61057797,A. A. Attanasio
61057819,James Herbert
61057878,Robin Burcell
61057894,Anne Mccaffrey
61057908,Anne McCaffrey
61057983,Greg Egan
61059048,Stephen Baxter
61059056,Terry Pratchett
61059137,Mel Odom
